County Name,Facility_Name,Full_Address,State,Total
WARD,WARD MEMORIAL HOSPITAL,"406 SOUTH GARY ST,MONAHANS,WARD,TX",TX,5572
WILLIAMSON,BAYLOR SCOTT & WHITE MEDICAL CENTER - TAYLOR,"305 MALLARD,TAYLOR,WILLIAMSON,TX",TX,211399
LIBERTY,LIBERTY DAYTON REGIONAL MEDICAL CENTER,"1353 N TRAVIS ST,LIBERTY,LIBERTY,TX",TX,44728
LAVACA,LAVACA MEDICAL CENTER,"1400 NORTH TEXANA STREET,HALLETTSVILLE,LAVACA,TX",TX,7475
REEVES,REEVES COUNTY HOSPITAL DISTRICT,"2323 TEXAS STREET,PECOS,REEVES,TX",TX,1842
BREWSTER,BIG BEND REGIONAL MEDICAL CENTER,"2600 HIGHWAY 118 NORTH,ALPINE,BREWSTER,TX",TX,3887
WOOD,UT HEALTH EAST TEXAS QUITMAN HOSPITAL,"117 WINNSBORO STREET,QUITMAN,WOOD,TX",TX,52321
WOOD,CHRISTUS MOTHER FRANCES HOSPITAL- WINNSBORO,"719 WEST COKE ROAD,WINNSBORO,WOOD,TX",TX,52321
SCURRY,COGDELL MEMORIAL HOSPITAL,"1700 COGDELL BLVD,SNYDER,SCURRY,TX",TX,5093
BOSQUE,GOODALL WITCHER HOSPITAL,"101 POSEY AVENUE,CLIFTON,BOSQUE,TX",TX,1183
MOORE,MEMORIAL HOSPITAL,"224 E SECOND STREET,DUMAS,MOORE,TX",TX,90470
UVALDE,UVALDE MEMORIAL HOSPITAL,"1025 GARNER FIELD ROAD,UVALDE,UVALDE,TX",TX,5605
PECOS,PECOS COUNTY MEMORIAL HOSPITAL,"387 WEST I 10,FORT STOCKTON,PECOS,TX",TX,7050
DIMMIT,DIMMIT REGIONAL HOSPITAL,"704 HOSPITAL DRIVE,CARRIZO SPRINGS,DIMMIT,TX",TX,756
FRIO,FRIO REGIONAL HOSPITAL,"200 S IH 35,PEARSALL,FRIO,TX",TX,9749
HAMILTON,HAMILTON GENERAL HOSPITAL,"400 N BROWN, BUILDING 1,HAMILTON,HAMILTON,TX",TX,610511
HOUSTON,CROCKETT MEDICAL CENTER,"1100 E LOOP 304,CROCKETT,HOUSTON,TX",TX,85901
HILL,HILL REGIONAL HOSPITAL,"101 CIRCLE DRIVE,HILLSBORO,HILL,TX",TX,5170
TARRANT,COOK CHILDRENS MEDICAL CENTER,"801 SEVENTH AVENUE,FORT WORTH,TARRANT,TX",TX,730794
NUECES,DRISCOLL CHILDRENS HOSPITAL,"3533 S ALAMEDA BOX 6530,CORPUS CHRISTI,NUECES,TX",TX,137010
DALLAS,CHILDRENS MEDICAL CTR OF DALLAS,"1935 MEDICAL DISTRICT DRIVE,DALLAS,DALLAS,TX",TX,1465084
HARRIS,TEXAS CHILDRENS HOSP,"6621 FANNIN STREET,HOUSTON,HARRIS,TX",TX,1842637
LUBBOCK,COVENANT CHILDRENS HOSPITAL,"4015 22ND PLACE,LUBBOCK,LUBBOCK,TX",TX,131101
HARRIS,HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,"2929 WOODLAND PARK DRIVE,HOUSTON,HARRIS,TX",TX,1842637
TRAVIS,DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,"4900 MUELLER BLVD,AUSTIN,TRAVIS,TX",TX,534282
GALVESTON,SHRINERS HOSPITALS FOR CHILDREN,"815 MARKET STREET,GALVESTON,GALVESTON,TX",TX,186361
HARRIS,SHRINERS HOSPITALS FOR CHILDREN,"6977 MAIN STREET,HOUSTON,HARRIS,TX",TX,1842637
EL PASO,EL PASO CHILDREN'S HOSPITAL,"4845 ALAMEDA AVENUE,EL PASO,EL PASO,TX",TX,548127
DALLAS,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,"2222 WELBORN STREET,DALLAS,DALLAS,TX",TX,1465084
BEXAR,CHILDREN'S HOSPITAL OF SAN ANTONIO,"333 N SANTA ROSA ST,SAN ANTONIO,BEXAR,TX",TX,630712
HOWARD,BIG SPRING STATE HOSPITAL,"1901 NORTH HIGHWAY 87,BIG SPRING,HOWARD,TX",TX,232354
KAUFMAN,TERRELL STATE HOSPITAL,"1200 E BRIN STREET,TERRELL,KAUFMAN,TX",TX,35373
WICHITA,NORTH TEXAS STATE HOSPITAL,"6515 KEMP BLVD,WICHITA FALLS,WICHITA,TX",TX,19814
BEXAR,SAN ANTONIO STATE HOSPITAL,"6711 S NEW BRAUNFELS AVE,SAN ANTONIO,BEXAR,TX",TX,630712
TARRANT,MILLWOOD HOSPITAL,"1011 NORTH COOPER STREET,ARLINGTON,TARRANT,TX",TX,730794
KERR,KERRVILLE STATE HOSP,"721 THOMPSON DR,KERRVILLE,KERR,TX",TX,4667
WICHITA,RED RIVER HOSPITAL,"1505 8TH ST,WICHITA FALLS,WICHITA,TX",TX,19814
HARRIS,WEST OAKS HOSPITAL,"6500 HORNWOOD,HOUSTON,HARRIS,TX",TX,1842637
TRAVIS,SETON SHOAL CREEK HOSPITAL,"3501 MILLS AVE,AUSTIN,TRAVIS,TX",TX,534282
HUNT,GLEN OAKS HOSPITAL,"301 E DIVISION BOX 1885,GREENVILLE,HUNT,TX",TX,22352
BEXAR,LAUREL RIDGE TREATMENT CENTER,"17720 CORPORATE WOODS DRIVE,SAN ANTONIO,BEXAR,TX",TX,630712
TOM GREEN,RIVER CREST HOSP,"1636 HUNTERS GLEN ROAD,SAN ANGELO,TOM GREEN,TX",TX,22133
DALLAS,HICKORY TRAIL HOSPITAL,"2000 N OLD HICKORY TRAIL,DESOTO,DALLAS,TX",TX,1465084
TRAVIS,AUSTIN LAKES HOSPITAL,"1025 EAST 32ND STREET,AUSTIN,TRAVIS,TX",TX,534282
HARRIS,HARRIS CTY PSYCHIATRIC CTR,"2800 MACGREGOR WAY,HOUSTON,HARRIS,TX",TX,1842637
HARRIS,INTRACARE NORTH HOSPITAL,"1120 CYPRESS STATION DR,HOUSTON,HARRIS,TX",TX,1842637
TRAVIS,AUSTIN STATE HOSPITAL,"4110 GUADALUPE,AUSTIN,TRAVIS,TX",TX,534282
GALVESTON,DEVEREUX TEXAS TREATMENT NETWORK,"1150 DEVEREUX DR,LEAGUE CITY,GALVESTON,TX",TX,186361
LUBBOCK,SUNRISE CANYON HOSPITAL,"1950 ASPEN AVENUE,LUBBOCK,LUBBOCK,TX",TX,131101
DALLAS,GREEN OAKS HOSPITAL,"7808 CLODUS FIELDS DRIVE,DALLAS,DALLAS,TX",TX,1465084
EL PASO,EL PASO PSYCHIATRIC CENTER,"4615 ALAMEDA AVENUE,EL PASO,EL PASO,TX",TX,548127
HALE,ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,"2601 DIMMITT ROAD, SUITE 400,PLAINVIEW,HALE,TX",TX,36552
HARRIS,KINGWOOD PINES HOSPITAL,"2001 LADBROOK,KINGWOOD,HARRIS,TX",TX,1842637
DENTON,UNIVERSITY BEHAVIORAL HEALTH,"2026 WEST UNIVERSITY DRIVE,DENTON,DENTON,TX",TX,182644
HARRIS,BEHAVIORAL HOSPITAL OF BELLAIRE,"5314 DASHWOOD, SUITE 200,HOUSTON,HARRIS,TX",TX,1842637
HARRIS,CYPRESS CREEK HOSPITAL,"17750 CALI DRIVE,HOUSTON,HARRIS,TX",TX,1842637
EL PASO,EL PASO BEHAVIORAL HEALTH SYSTEM,"1900 DENVER AVE,EL PASO,EL PASO,TX",TX,548127
MIDLAND,OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN,"3300 S FM 1788,MIDLAND,MIDLAND,TX",TX,45923
TRAVIS,TEXAS STAR RECOVERY,"1106  WEST DITTMAR RD,AUSTIN,TRAVIS,TX",TX,534282
BELL,CEDAR CREST HOSPITAL & RTC,"3500 SOUTH IH-35,BELTON,BELL,TX",TX,74229
GREGG,OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW,"615 CLINIC DR,LONGVIEW,GREGG,TX",TX,28403
HARRIS,LONE STAR BEHAVIORAL HEALTH CYPRESS,"16303 GRANT ROAD,CYPRESS,HARRIS,TX",TX,1842637
DENTON,CARROLLTON SPRINGS,"2225 PARKER ROAD,CARROLLTON,DENTON,TX",TX,182644
TRAVIS,AUSTIN OAKS HOSPITAL,"1407 WEST STASSNEY LANE,AUSTIN,TRAVIS,TX",TX,534282
TAYLOR,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,"6401 DIRECTORS PARKWAY,ABILENE,TAYLOR,TX",TX,46391
ANGELINA,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN LLC,"302 GOBBLERS KNOB RD,LUFKIN,ANGELINA,TX",TX,29426
TARRANT,MESA SPRINGS,"5560 MESA SPRINGS DRIVE,FORT WORTH,TARRANT,TX",TX,730794
BRAZOS,ROCK PRAIRIE BEHAVIORAL HEALTH,"3550 NORMAND DRIVE,COLLEGE STATION,BRAZOS,TX",TX,99627
DALLAS,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,"800 KIRNWOOD DRIVE,DE SOTO,DALLAS,TX",TX,1465084
WILLIAMSON,ROCK SPRINGS,"700 SOUTHEAST INNER LOOP,GEORGETOWN,WILLIAMSON,TX",TX,211399
TARRANT,OCEANS BEHAVIORAL HOSPITAL OF FORT WORTH,"6200 OVERTON RIDGE BLVD,FORT WORTH,TARRANT,TX",TX,730794
WILLIAMSON,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,"3101 S AUSTIN AVENUE,GEORGETOWN,WILLIAMSON,TX",TX,211399
FORT BEND,WESTPARK SPRINGS LLC,"6902 S PEEK ROAD,RICHMOND,FORT BEND,TX",TX,238966
BEXAR,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,"8550 HUEBNER ROAD,SAN ANTONIO,BEXAR,TX",TX,630712
TRAVIS,CROSS CREEK HOSPITAL,"8402 CROSS PARK DRIVE,AUSTIN,TRAVIS,TX",TX,534282
DENTON,HAVEN BEHAVIORAL HOSPITAL OF FRISCO,"5680 FRISCO SQUARE BLVD, SUITE 3000,FRISCO,DENTON,TX",TX,182644
HARRIS,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,"2801 GESSNER ROAD,HOUSTON,HARRIS,TX",TX,1842637
HARRIS,OCEANS BEHAVIORAL HOSPITAL OF KATY,"455 PARK GROVE LANE,KATY,HARRIS,TX",TX,1842637
HAYS,OCEANS BEHAVIORAL HOSPITAL OF SAN MARCOS,"1106 N IH 35,SAN MARCOS,HAYS,TX",TX,113560
DALLAS,GARLAND BEHAVIORAL HOSPITAL,"2300 MARIE CURIE BLVD 5TH FLOOR,GARLAND,DALLAS,TX",TX,1465084
HARRIS,SUN BEHAVIORAL HOUSTON,"7601 FANNIN STREET,HOUSTON,HARRIS,TX",TX,1842637
MONTGOMERY,WOODLAND SPRINGS,"15860 OLD CONROE ROAD,CONROE,MONTGOMERY,TX",TX,2265179
UTAH,UTAH VALLEY HOSPITAL,"1034 NORTH 500 WEST,PROVO,UTAH,UT",UT,247653
SALT LAKE,SALT LAKE REGIONAL MEDICAL CENTER,"1050 EAST SOUTH TEMPLE,SALT LAKE CITY,SALT LAKE,UT",UT,678463
WEBER,MCKAY DEE HOSPITAL,"4401 HARRISON BOULEVARD,OGDEN,WEBER,UT",UT,56426
WEBER,OGDEN REGIONAL MEDICAL CENTER,"5475 SOUTH 500 EAST,OGDEN,WEBER,UT",UT,56426
SALT LAKE,LDS HOSPITAL,"8TH AVENUE AND C STREET,SALT LAKE CITY,SALT LAKE,UT",UT,678463
IRON,CEDAR CITY HOSPITAL,"1303 NORTH MAIN STREET,CEDAR CITY,IRON,UT",UT,15242
SALT LAKE,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,"50 NORTH MEDICAL DRIVE,SALT LAKE CITY,SALT LAKE,UT",UT,678463
SALT LAKE,INTERMOUNTAIN MEDICAL CENTER,"5121 SOUTH COTTONWOOD STREET,MURRAY,SALT LAKE,UT",UT,678463
UTAH,MOUNTAIN VIEW HOSPITAL,"1000 EAST 100 NORTH,PAYSON,UTAH,UT",UT,247653
TOOELE,MOUNTAIN WEST MEDICAL CENTER,"2055 NORTH MAIN STREET,TOOELE,TOOELE,UT",UT,16008
BOX ELDER,BRIGHAM CITY COMMUNITY HOSPITAL,"950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,BOX ELDER,UT",UT,7934
DUCHESNE,UINTAH BASIN MEDICAL CENTER,"250 WEST 300 NORTH,ROOSEVELT,DUCHESNE,UT",UT,1115
WASHINGTON,DIXIE REGIONAL MEDICAL CENTER,"1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,WASHINGTON,UT",UT,711487
UTAH,AMERICAN FORK HOSPITAL,"170 NORTH 1100 EAST,AMERICAN FORK,UTAH,UT",UT,247653
SEVIER,SEVIER VALLEY HOSPITAL,"1000 NORTH MAIN STREET,RICHFIELD,SEVIER,UT",UT,64265
UINTAH,ASHLEY REGIONAL MEDICAL CENTER,"150 WEST 100 NORTH,VERNAL,UINTAH,UT",UT,1808
BOX ELDER,BEAR RIVER VALLEY HOSPITAL,"905 NORTH 1000 WEST,TREMONTON,BOX ELDER,UT",UT,7934
DAVIS,DAVIS HOSPITAL AND MEDICAL CENTER,"1600 WEST ANTELOPE DRIVE,LAYTON,DAVIS,UT",UT,77925
DAVIS,LAKEVIEW HOSPITAL,"630 EAST MEDICAL DRIVE,BOUNTIFUL,DAVIS,UT",UT,77925
UTAH,OREM COMMUNITY HOSPITAL,"331 NORTH 400 WEST,OREM,UTAH,UT",UT,247653
SALT LAKE,ALTA VIEW HOSPITAL,"9660 SOUTH 1300 EAST,SANDY,SALT LAKE,UT",UT,678463
SALT LAKE,ST MARK'S HOSPITAL,"1200 EAST 3900 SOUTH,SALT LAKE CITY,SALT LAKE,UT",UT,678463
SALT LAKE,THE ORTHOPEDIC SPECIALTY HOSPITAL,"5848 SOUTH 300 EAST,MURRAY,SALT LAKE,UT",UT,678463
SALT LAKE,JORDAN VALLEY MEDICAL CENTER,"3580 WEST 9000 SOUTH,WEST JORDAN,SALT LAKE,UT",UT,678463
UTAH,TIMPANOGOS REGIONAL HOSPITAL,"750 WEST 800 NORTH,OREM,UTAH,UT",UT,247653
SUMMIT,PARK CITY HOSPITAL,"900 ROUND VALLEY DRIVE,PARK CITY,SUMMIT,UT",UT,208114
SALT LAKE,RIVERTON HOSPITAL,"3741 WEST 12600 SOUTH,RIVERTON,SALT LAKE,UT",UT,678463
SALT LAKE,LONE PEAK HOSPITAL,"11925 SOUTH STATE STREET,DRAPER,SALT LAKE,UT",UT,678463
DAVIS,LAYTON HOSPITAL,"201 WEST LAYTON PARKWAY,LAYTON,DAVIS,UT",UT,77925
MILLARD,DELTA COMMUNITY HOSPITAL,"126 SOUTH WHITE SAGE AVENUE,DELTA,MILLARD,UT",UT,2167
MILLARD,FILLMORE COMMUNITY HOSPITAL,"674 SOUTH HIGHWAY 99,FILLMORE,MILLARD,UT",UT,2167
GRAND,MOAB REGIONAL HOSPITAL,"450 WEST WILLIAMS WAY,MOAB,GRAND,UT",UT,2426
SANPETE,SANPETE VALLEY HOSPITAL - CAH,"1100 SOUTH MEDICAL DRIVE,MOUNT PLEASANT,SANPETE,UT",UT,2459
JUAB,CENTRAL VALLEY MEDICAL CENTER - CAH,"48 WEST 1500 NORTH,NEPHI,JUAB,UT",UT,1400
BEAVER,MILFORD VALLEY MEMORIAL HOSPITAL,"850 NORTH MAIN STREET,MILFORD,BEAVER,UT",UT,60060
SANPETE,GUNNISON VALLEY HOSPITAL,"64 EAST 100 NORTH,GUNNISON,SANPETE,UT",UT,2459
WASATCH,HEBER VALLEY HOSPITAL,"1485 SOUTH HIGHWAY 40,HEBER CITY,WASATCH,UT",UT,29467
SAN JUAN,SAN JUAN HOSPITAL,"380 WEST 100 NORTH,MONTICELLO,SAN JUAN,UT",UT,191127
KANE,KANE COUNTY HOSPITAL,"355 NORTH MAIN STREET,KANAB,KANE,UT",UT,522698
SAN JUAN,BLUE MOUNTAIN HOSPITAL,"802 SOUTH 200 WEST,BLANDING,SAN JUAN,UT",UT,191127
GARFIELD,GARFIELD MEMORIAL HOSPITAL,"200 NORTH 400 EAST,PANGUITCH,GARFIELD,UT",UT,24993
BEAVER,BEAVER VALLEY HOSPITAL,"1109 NORTH 100 WEST,BEAVER,BEAVER,UT",UT,60060
SALT LAKE,PRIMARY CHILDRENS HOSPITAL,"100 NORTH MARIO CAPECCHI DRIVE,SALT LAKE CITY,SALT LAKE,UT",UT,678463
SALT LAKE,SHRINERS HOSPITALS FOR CHILDREN - SALT LAKE CITY,"1275 EAST FAIRFAX ROAD,SALT LAKE CITY,SALT LAKE,UT",UT,678463
UTAH,UTAH STATE HOSPITAL,"1300 EAST CENTER STREET,PROVO,UTAH,UT",UT,247653
SALT LAKE,MARIAN CENTER,"451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,SALT LAKE,UT",UT,678463
SALT LAKE,SALT LAKE BEHAVIORAL HEALTH,"3802 SOUTH 700 EAST,SALT LAKE CITY,SALT LAKE,UT",UT,678463
UTAH,PROVO CANYON BEHAVIORAL HOSPITAL,"1350 EAST 750 NORTH,OREM,UTAH,UT",UT,247653
SALT LAKE,HIGHLAND RIDGE HOSPITAL,"7309 SOUTH 180 WEST,MIDVALE,SALT LAKE,UT",UT,678463
WASHINGTON,CENTRAL VERMONT MEDICAL CENTER,"BOX 547,BARRE,WASHINGTON,VT",VT,711487
RUTLAND,RUTLAND REGIONAL MEDICAL CENTER,"160 ALLEN ST,RUTLAND,RUTLAND,VT",VT,6064
WINDHAM,BRATTLEBORO MEMORIAL HOSPITAL,"17 BELMONT AVE,BRATTLEBORO,WINDHAM,VT",VT,48282
BENNINGTON,SOUTHWESTERN VERMONT MEDICAL CENTER,"100 HOSPITAL DRIVE,BENNINGTON,BENNINGTON,VT",VT,6443
FRANKLIN,NORTHWESTERN MEDICAL CENTER INC,"133 FAIRFIELD STREET,SAINT ALBANS,FRANKLIN,VT",VT,987750
WINDHAM,GRACE COTTAGE HOSPITAL,"PO BOX 216,TOWNSHEND,WINDHAM,VT",VT,48282
ORANGE,GIFFORD MEDICAL CENTER,"44 SOUTH MAIN STREET,RANDOLPH,ORANGE,VT",VT,2564493
WINDSOR,MT ASCUTNEY HOSPITAL,"289 COUNTY ROAD,WINDSOR,WINDSOR,VT",VT,5413
ORLEANS,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,"189 PROUTY DRIVE,NEWPORT,ORLEANS,VT",VT,20961
LAMOILLE,COPLEY HOSPITAL,"528 WASHINGTON HIGHWAY,MORRISVILLE,LAMOILLE,VT",VT,3163
WINDSOR,SPRINGFIELD HOSPITAL,"PO BOX 2003,SPRINGFIELD,WINDSOR,VT",VT,5413
ADDISON,"PORTER HOSPITAL, INC","115 PORTER DRIVE,MIDDLEBURY,ADDISON,VT",VT,6979
WINDHAM,BRATTLEBORO RETREAT,"ANNA MARSH LANE PO BOX 803,BRATTLEBORO,WINDHAM,VT",VT,48282
WASHINGTON,VERMONT PSYCHIATRIC CARE HOSPITAL,"350 FISHER ROAD,BERLIN,WASHINGTON,VT",VT,711487
RUSSELL,RUSSELL COUNTY HOSPITAL,"58 CARROLL STREET,LEBANON,RUSSELL,VA",VA,31212
HALIFAX,SENTARA HALIFAX REGIONAL HOSPITAL,"2204 WILBORN AVENUE,SOUTH BOSTON,HALIFAX,VA",VA,23008
AUGUSTA,AUGUSTA HEALTH,"78 MEDICAL CENTER DRIVE,FISHERSVILLE,AUGUSTA,VA",VA,11671
FAIRFAX,Fort Belvoir Community Hospital,"9300 DeWitt Loop,Fort Belvoir,FAIRFAX,VA",VA,953785
FAUQUIER,FAUQUIER HOSPITAL,"500 HOSPITAL DRIVE,WARRENTON,FAUQUIER,VA",VA,29112
WARREN,WARREN MEMORIAL HOSPITAL,"1000 NORTH SHENANDOAH AVE,FRONT ROYAL,WARREN,VA",VA,363613
ACCOMACK,RIVERSIDE SHORE MEMORIAL HOSPITAL,"20480 MARKET STREET,ONANCOCK,ACCOMACK,VA",VA,72032
SMYTH,SMYTH COUNTY COMMUNITY HOSPITAL,"245 MEDICAL PARK DRIVE,MARION,SMYTH,VA",VA,2423
MONTGOMERY,CARILION NEW RIVER VALLEY MEDICAL CENTER,"2900 LAMB CIRCLE,CHRISTIANSBURG,MONTGOMERY,VA",VA,2265179
LOUDOUN,INOVA LOUDOUN HOSPITAL,"44045 RIVERSIDE PARKWAY,LEESBURG,LOUDOUN,VA",VA,247925
ARLINGTON,VIRGINIA HOSPITAL CENTER,"1701 NORTH GEORGE MASON DRIVE,ARLINGTON,ARLINGTON,VA",VA,186127
WASHINGTON,JOHNSTON MEMORIAL HOSPITAL,"16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,WASHINGTON,VA",VA,711487
TAZEWELL,CLINCH VALLEY MEDICAL CENTER,"6801 GOVERNOR GC PERRY HIGHWAY,RICHLANDS,TAZEWELL,VA",VA,10137
FAIRFAX,INOVA FAIRFAX HOSPITAL,"3300 GALLOWS ROAD,FALLS CHURCH,FAIRFAX,VA",VA,953785
JAMES CITY,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,"100 SENTARA CIRCLE,WILLIAMSBURG,JAMES CITY,VA",VA,24205
HANOVER,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,"8260 ATLEE ROAD,MECHANICSVILLE,HANOVER,VA",VA,29338
ALBEMARLE,SENTARA MARTHA JEFFERSON HOSPITAL,"500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,ALBEMARLE,VA",VA,25391
ESSEX,RIVERSIDE TAPPAHANNOCK HOSPITAL,"618 HOSPITAL ROAD,TAPPAHANNOCK,ESSEX,VA",VA,3006244
BEDFORD,CENTRA BEDFORD MEMORIAL HOSPITAL,"1613 OAKWOOD STREET,BEDFORD,BEDFORD,VA",VA,45888
FRANKLIN,CARILION FRANKLIN MEMORIAL HOSPITAL,"180 FLOYD AVENUE,ROCKY MOUNT,FRANKLIN,VA",VA,987750
PRINCE EDWARD,"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC","800 OAK STREET,FARMVILLE,PRINCE EDWARD,VA",VA,12652
MECKLENBURG,COMMUNITY MEMORIAL HOSPITAL,"1755 NORTH MECKLENBURG AVENUE,SOUTH HILL,MECKLENBURG,VA",VA,644657
FAIRFAX,INOVA FAIR OAKS HOSPITAL,"3600 JOSEPH SIEWICK DRIVE,FAIRFAX,FAIRFAX,VA",VA,953785
FAIRFAX,RESTON HOSPITAL CENTER,"1850 TOWN CENTER PARKWAY,RESTON,FAIRFAX,VA",VA,953785
MONTGOMERY,LEWISGALE HOSPITAL MONTGOMERY,"3700 SOUTH MAIN STREET,BLACKSBURG,MONTGOMERY,VA",VA,2265179
WYTHE,WYTHE COUNTY COMMUNITY HOSPITAL,"600 WEST RIDGE ROAD,WYTHEVILLE,WYTHE,VA",VA,3110
PRINCE WILLIAM,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,"2300 OPITZ BOULEVARD,WOODBRIDGE,PRINCE WILLIAM,VA",VA,484829
WISE,LONESOME PINE HOSPITAL,"1990 HOLTON AVENUE EAST,BIG STONE GAP,WISE,VA",VA,9392
PULASKI,LEWISGALE HOSPITAL PULASKI,"2400 LEE HIGHWAY,PULASKI,PULASKI,VA",VA,160364
TAZEWELL,CARILION TAZEWELL COMMUNITY HOSPITAL,"388 BEN BOLT AVENUE,TAZEWELL,TAZEWELL,VA",VA,10137
HENRICO,HENRICO DOCTORS' HOSPITAL,"1602 SKIPWITH ROAD,RICHMOND,HENRICO,VA",VA,178761
FAIRFAX,INOVA MOUNT VERNON HOSPITAL,"2501 PARKERS LANE,ALEXANDRIA,FAIRFAX,VA",VA,953785
ALLEGHANY,LEWISGALE HOSPITAL ALLEGHANY,"ONE ARH LANE - PO BOX 7,LOW MOOR,ALLEGHANY,VA",VA,4217
BUCHANAN,BUCHANAN GENERAL HOSPITAL,"1535 SLATE CREEK ROAD,GRUNDY,BUCHANAN,VA",VA,64090
ARLINGTON,CAPITAL HOSPICE,"4715 NORTH 15 STREET,ARLINGTON,ARLINGTON,VA",VA,186127
GLOUCESTER,RIVERSIDE WALTER REED HOSPITAL,"7519 HOSPITAL ROAD,GLOUCESTER,GLOUCESTER,VA",VA,206748
STAFFORD,"STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD,STAFFORD,STAFFORD,VA",VA,65684
SPOTSYLVANIA,SPOTSYLVANIA REGIONAL MEDICAL CENTER,"4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,SPOTSYLVANIA,VA",VA,57610
JAMES CITY,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,"1500 COMMONWEALTH AVENUE,WILLIAMSBURG,JAMES CITY,VA",VA,24205
PRINCE WILLIAM,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,"15225 HEALTHCOTE BOULEVARD,HAYMARKET,PRINCE WILLIAM,VA",VA,484829
LOUDOUN,STONESPRINGS HOSPITAL CENTER,"24440 STONE SPRINGS BOULEVARD,DULLES,LOUDOUN,VA",VA,247925
BATH,BATH COMMUNITY HOSPITAL,"106 PARK DRIVE- PO DRAWER Z,HOT SPRINGS,BATH,VA",VA,997
GILES,CARILION GILES COMMUNITY HOSPITAL,"159 HARTLEY WAY,PEARISBURG,GILES,VA",VA,4193
DICKENSON,DICKENSON COMMUNITY HOSPITAL,"312 HOSPITAL DRIVE,CLINTWOOD,DICKENSON,VA",VA,155
SHENANDOAH,SHENANDOAH MEMORIAL HOSPITAL,"759 SOUTH MAIN STREET,WOODSTOCK,SHENANDOAH,VA",VA,37925
PAGE,"PAGE MEMORIAL HOSPITAL, INC","200 MEMORIAL DRIVE,LURAY,PAGE,VA",VA,20515
LANCASTER,RAPPAHANNOCK GENERAL HOSPITAL,"101 HARRIS ROAD,KILMARNOCK,LANCASTER,VA",VA,455933
NEW KENT,CUMBERLAND HOSPITAL LLC,"9407 CUMBERLAND ROAD,NEW KENT,NEW KENT,VA",VA,4132
FAIRFAX,NORTHERN VIRGINIA MENTAL HEALTH INSTI,"3302 GALLOWS RD,FALLS CHURCH,FAIRFAX,VA",VA,953785
FAIRFAX,DOMINION HOSPITAL,"2960 SLEEPY HOLLOW ROAD,FALLS CHURCH,FAIRFAX,VA",VA,953785
SMYTH,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,"340 BAGLEY CIRCLE,MARION,SMYTH,VA",VA,2423
JAMES CITY,THE PAVILION AT WILLIAMSBURG PLACE,"5483 MOORETOWN ROAD,WILLIAMSBURG,JAMES CITY,VA",VA,24205
KING,NORTHWEST HOSPITAL & MEDICAL CENTER,"1550 NORTH 115TH STREET,SEATTLE,KING,WA",WA,890561
WALLA WALLA,PROVIDENCE ST MARY MEDICAL CENTER,"401 W POPLAR ST,WALLA WALLA,WALLA WALLA,WA",WA,12259
SKAGIT,SKAGIT VALLEY HOSPITAL,"1415 KINCAID STREET,MOUNT VERNON,SKAGIT,WA",WA,46204
KING,VIRGINIA MASON MEDICAL CENTER,"925 SENECA ST,SEATTLE,KING,WA",WA,890561
SKAGIT,ISLAND HOSPITAL,"1211  24TH STREET,ANACORTES,SKAGIT,WA",WA,46204
KING,UNIVERSITY OF WASHINGTON MEDICAL CTR,"1959 NE PACIFIC ST  BOX 356151,SEATTLE,KING,WA",WA,890561
KING,HIGHLINE MEDICAL CENTER,"16251 SYLVESTER ROAD SW,BURIEN,KING,WA",WA,890561
YAKIMA,ASTRIA REGIONAL MEDICAL CENTER,"110 SOUTH NINTH AVE,YAKIMA,YAKIMA,WA",WA,416686
